movie_title,imdb_score,title_year,actor_1_name,content_rating,duration,director_name,gross,genres,budget,aspect_ratio
The Game of Their Lives ,6.2,2005,Gerard Butler,PG,101,David Anspaugh,375474,Drama|History|Sport,20000000,2.35
Thirteen Days ,7.3,2000,Bruce Greenwood,PG-13,145,Roger Donaldson,34566746,Drama|History|Thriller,80000000,1.85
Munich ,7.6,2005,Ayelet Zurer,R,163,Steven Spielberg,47379090,Drama|History|Thriller,70000000,2.35
World Trade Center ,6,2006,Nicolas Cage,PG-13,129,Oliver Stone,70236496,Drama|History|Thriller,63000000,1.85
Zero Dark Thirty ,7.4,2012,Jennifer Ehle,R,157,Kathryn Bigelow,95720716,Drama|History|Thriller,40000000,1.85
JFK ,8,1991,Sally Kirkland,R,206,Oliver Stone,70405498,Drama|History|Thriller,40000000,2.35
Bridge of Spies ,7.6,2015,Tom Hanks,PG-13,142,Steven Spielberg,72306065,Drama|History|Thriller,40000000,2.35
Anonymous ,6.9,2011,Vanessa Redgrave,PG-13,130,Roland Emmerich,4463292,Drama|History|Thriller,30000000,2.35
United 93 ,7.6,2006,Christian Clemenson,R,111,Paul Greengrass,31471430,Drama|History|Thriller,15000000,2.35
The Company             ,7.9,,Anna Silk,,286,,,Drama|History|Thriller,,1.78
Valkyrie ,7.1,2008,Tom Cruise,PG-13,121,Bryan Singer,83077470,Drama|History|Thriller|War,75000000,1.85
K-19: The Widowmaker ,6.7,2002,Liam Neeson,PG-13,138,Kathryn Bigelow,35168677,Drama|History|Thriller|War,100000000,2.35
The Hurt Locker ,7.6,2008,Jeremy Renner,R,131,Kathryn Bigelow,15700000,Drama|History|Thriller|War,15000000,1.85
Flame and Citron ,7.3,2008,Lars Mikkelsen,Not Rated,45,Ole Christian Madsen,145109,Drama|History|Thriller|War,45000000,2.35
Salvador ,7.5,1986,Jim Belushi,R,122,Oliver Stone,,Drama|History|Thriller|War,4500000,1.85
Black Hawk Down ,7.7,2001,Ioan Gruffudd,R,152,Ridley Scott,108638745,Drama|History|War,92000000,2.35
Enemy at the Gates ,7.6,2001,Bob Hoskins,R,131,Jean-Jacques Annaud,51396781,Drama|History|War,68000000,2.35
Gods and Generals ,6.3,2003,Billy Campbell,PG-13,280,Ron Maxwell,12870569,Drama|History|War,56000000,2.35
Flags of Our Fathers ,7.1,2006,Paul Walker,R,135,Clint Eastwood,33574332,Drama|History|War,90000000,2.35
Inchon ,2.7,1981,Laurence Olivier,PG,140,Terence Young,,Drama|History|War,48000000,2.35
Nomad: The Warrior ,6,2005,Jay Hernandez,R,112,Sergey Bodrov,77231,Drama|History|War,25000000,2.35
Glory ,7.9,1989,Denzel Washington,R,122,Edward Zwick,26830000,Drama|History|War,18000000,1.85
A Bridge Too Far ,7.4,1977,Ryan O'Neal,PG,175,Richard Attenborough,50800000,Drama|History|War,26000000,2.35
Gettysburg ,7.7,1993,Tom Berenger,PG,271,Ron Maxwell,10769960,Drama|History|War,25000000,1.85
The Fall of the Roman Empire ,6.7,1964,James Mason,Approved,172,Anthony Mann,,Drama|History|War,19000000,2.2
Glory ,7.9,1989,Denzel Washington,R,122,Edward Zwick,26830000,Drama|History|War,18000000,1.85
Hotel Rwanda ,8.1,2004,Don Cheadle,PG-13,121,Terry George,23472900,Drama|History|War,17500000,2.35
Letters from Iwo Jima ,7.9,2006,Yuki Matsuzaki,R,141,Clint Eastwood,13753931,Drama|History|War,19000000,2.35
City of Life and Death ,7.7,2009,Ye Liu,R,132,Chuan Lu,119922,Drama|History|War,12000000,2.35
For Greater Glory: The True Story of Cristiada ,6.6,2012,Santiago Cabrera,R,145,Dean Wright,5669081,Drama|History|War,10818775,2.35
"Cinco de Mayo, La Batalla ",6.2,2013,Jorge Luis Moreno,R,125,Rafa Lara,169379,Drama|History|War,10000000,
Beneath Hill 60 ,7.1,2010,Harrison Gilbertson,R,122,Jeremy Sims,,Drama|History|War,9000000,2.35
Winter in Wartime ,7.1,2008,Yorick van Wageningen,R,103,Martin Koolhoven,542860,Drama|History|War,4000000,2.35
Fort McCoy ,5.9,2011,Johnny Pacar,R,100,Kate Connor,73678,Drama|History|War,3000000,
Bloody Sunday ,7.7,2002,James Nesbitt,R,107,Paul Greengrass,768045,Drama|History|War,2000000,1.85
Intolerance: Love's Struggle Throughout the Ages ,8,1916,Lillian Gish,Not Rated,123,D.W. Griffith,,Drama|History|War,385907,1.33
The Alamo ,6,2004,Dennis Quaid,PG-13,137,John Lee Hancock,22406362,Drama|History|War|Western,107000000,2.35
The Alamo ,6,2004,Dennis Quaid,PG-13,137,John Lee Hancock,22406362,Drama|History|War|Western,107000000,2.35
The Shining ,8.4,1980,Scatman Crothers,R,146,Stanley Kubrick,,Drama|Horror,19000000,1.37
Shadow of the Vampire ,6.9,2000,Eddie Izzard,R,92,E. Elias Merhige,8279017,Drama|Horror,8000000,2.35
Maggie ,5.6,2015,Joely Richardson,PG-13,95,Henry Hobson,131175,Drama|Horror,8500000,2.35
Rosemary's Baby ,8,1968,John Cassavetes,R,136,Roman Polanski,,Drama|Horror,2300000,1.85
May ,6.7,2002,James Duval,R,93,Lucky McKee,145540,Drama|Horror,500000,1.85
Night of the Living Dead ,8,1968,Judith O'Dea,Unrated,96,George A. Romero,,Drama|Horror|Mystery,114000,1.85
Night of the Living Dead ,8,1968,Judith O'Dea,Unrated,96,George A. Romero,,Drama|Horror|Mystery,114000,1.85
Absentia ,5.8,2011,Justin Gordon,R,87,Mike Flanagan,,Drama|Horror|Mystery,70000,1.78
Evolution ,6.4,2015,Nissim Renard,,81,Lucile Hadzihalilovic,,Drama|Horror|Mystery|Sci-Fi,,2.35
10 Cloverfield Lane ,7.3,2016,Bradley Cooper,PG-13,104,Dan Trachtenberg,71897215,Drama|Horror|Mystery|Sci-Fi|Thriller,15000000,2.35
Circle ,6,2015,Jordi Vilasuso,Not Rated,87,Aaron Hann,,Drama|Horror|Mystery|Sci-Fi|Thriller,,
The Mothman Prophecies ,6.5,2002,Debra Messing,PG-13,119,Mark Pellington,35228696,Drama|Horror|Mystery|Thriller,32000000,2.35
The Rite ,6,2011,Anthony Hopkins,PG-13,114,Mikael Håfström,33037754,Drama|Horror|Mystery|Thriller,37000000,2.35
Hide and Seek ,5.9,2005,Robert De Niro,R,101,John Polson,51097664,Drama|Horror|Mystery|Thriller,30000000,2.35
Boogeyman ,4.1,2005,Barry Watson,PG-13,89,Stephen Kay,46363118,Drama|Horror|Mystery|Thriller,20000000,1.85
The Amityville Horror ,6,2005,Jimmy Bennett,R,90,Andrew Douglas,64255243,Drama|Horror|Mystery|Thriller,19000000,2.35
Red Lights ,6.2,2012,Robert De Niro,R,114,Rodrigo Cortés,,Drama|Horror|Mystery|Thriller,14000000,2.35
Soul Survivors ,3.9,2001,Melissa Sagemiller,PG-13,84,Stephen Carpenter,3100650,Drama|Horror|Mystery|Thriller,14000000,1.85
White Noise ,5.5,2005,Deborah Kara Unger,PG-13,101,Geoffrey Sax,55865715,Drama|Horror|Mystery|Thriller,10000000,2.35
The Haunting in Connecticut 2: Ghosts of Georgia ,5.3,2013,Abigail Spencer,R,101,Tom Elkins,,Drama|Horror|Mystery|Thriller,9000000,2.35
Goddess of Love ,5.4,2015,Rachel Alig,,93,Jon Knautz,,Drama|Horror|Mystery|Thriller,,2.35
After.Life ,5.9,2009,Liam Neeson,R,104,Agnieszka Wojtowicz-Vosloo,108229,Drama|Horror|Mystery|Thriller,4500000,2.35
Something Wicked ,4.8,2014,Julian Morris,R,95,Darin Scott,,Drama|Horror|Mystery|Thriller,3000000,
Amnesiac ,4.3,2014,Olivia Rose Keegan,,90,Michael Polish,,Drama|Horror|Mystery|Thriller,3000000,
Thr3e ,5.1,2006,Marc Blucas,PG-13,101,Robby Henson,978908,Drama|Horror|Mystery|Thriller,2400000,2.35
Silent House ,5.3,2011,Eric Sheffer Stevens,R,86,Chris Kentis,12555230,Drama|Horror|Mystery|Thriller,2000000,1.85
The Curse of Downers Grove ,4.5,2015,Kevin Zegers,,89,Derick Martini,,Drama|Horror|Mystery|Thriller,2000000,
#Horror ,3.3,2015,Timothy Hutton,Not Rated,101,Tara Subkoff,,Drama|Horror|Mystery|Thriller,1500000,
Lake Mungo ,6.1,2008,Talia Zucker,R,89,Joel Anderson,,Drama|Horror|Mystery|Thriller,1400000,1.85
Cry_Wolf ,5.9,2005,Julian Morris,PG-13,90,Jeff Wadlow,10042266,Drama|Horror|Mystery|Thriller,1000000,2.35
Roadside ,4.1,2013,Jack E. Curenton,,81,Eric England,,Drama|Horror|Mystery|Thriller,,16
Fabled ,5.8,2002,R. Brandon Johnson,R,84,Ari Kirschenbaum,25918,Drama|Horror|Mystery|Thriller,,1.78
The Eclipse ,6.2,2009,Aidan Quinn,R,86,Conor McPherson,128937,Drama|Horror|Romance,,1.85
Wolf ,6.2,1994,David Hyde Pierce,R,125,Mike Nichols,65012000,Drama|Horror|Romance|Thriller,70000000,1.85
Mary Reilly ,5.8,1996,Julia Roberts,R,108,Stephen Frears,5600000,Drama|Horror|Romance|Thriller,47000000,1.85
I Am Legend ,7.2,2007,Will Smith,PG-13,104,Francis Lawrence,256386216,Drama|Horror|Sci-Fi,150000000,2.35
Splice ,5.8,2009,Sarah Polley,R,104,Vincenzo Natali,16999046,Drama|Horror|Sci-Fi,26000000,1.85
28 Weeks Later ,7,2007,Jeremy Renner,R,100,Juan Carlos Fresnadillo,28637507,Drama|Horror|Sci-Fi,15000000,1.85
Stake Land ,6.5,2010,Connor Paolo,R,98,Jim Mickle,18469,Drama|Horror|Sci-Fi,650000,2.35
Carriers ,6,2009,Christopher Meloni,PG-13,84,David Pastor,90820,Drama|Horror|Sci-Fi|Thriller,,2.35
Dreamcatcher ,5.5,2003,Morgan Freeman,R,136,Lawrence Kasdan,33685268,Drama|Horror|Sci-Fi|Thriller,68000000,2.35
Victor Frankenstein ,6,2015,Daniel Radcliffe,PG-13,110,Paul McGuigan,5773519,Drama|Horror|Sci-Fi|Thriller,40000000,2.35
Victor Frankenstein ,6,2015,Daniel Radcliffe,PG-13,110,Paul McGuigan,5773519,Drama|Horror|Sci-Fi|Thriller,40000000,2.35
Godsend ,4.8,2004,Robert De Niro,PG-13,102,Nick Hamm,14334645,Drama|Horror|Sci-Fi|Thriller,25000000,2.35
Flatliners ,6.6,1990,Julia Roberts,R,115,Joel Schumacher,61490000,Drama|Horror|Sci-Fi|Thriller,26000000,2.35
Victor Frankenstein ,6,2015,Daniel Radcliffe,PG-13,110,Paul McGuigan,5773519,Drama|Horror|Sci-Fi|Thriller,40000000,2.35
Pulse ,4.7,2006,Ian Somerhalder,PG-13,90,Jim Sonzero,20259297,Drama|Horror|Sci-Fi|Thriller,20000000,2.35
Willard ,6.2,2003,Laura Harring,PG-13,100,Glen Morgan,6852144,Drama|Horror|Sci-Fi|Thriller,22000000,2.35
Under the Skin ,6.3,2013,Scarlett Johansson,R,108,Jonathan Glazer,2605039,Drama|Horror|Sci-Fi|Thriller,,1.85
28 Days Later... ,7.6,2002,Noah Huntley,R,113,Danny Boyle,45063889,Drama|Horror|Sci-Fi|Thriller,8000000,1.85
Dark Water ,5.6,2005,Dougray Scott,PG-13,103,Walter Salles,25472967,Drama|Horror|Thriller,30000000,2.35
Lost Souls ,4.8,2000,Philip Baker Hall,R,97,Janusz Kaminski,16779636,Drama|Horror|Thriller,28000000,2.35
The Exorcism of Emily Rose ,6.7,2005,Tom Wilkinson,PG-13,122,Scott Derrickson,75072454,Drama|Horror|Thriller,20000000,2.35
The Roommate ,4.8,2011,Leighton Meester,PG-13,91,Christian E. Christiansen,37300107,Drama|Horror|Thriller,16000000,2.35
The Shallows ,6.8,2016,Óscar Jaenada,PG-13,86,Jaume Collet-Serra,54257433,Drama|Horror|Thriller,17000000,2.35
House at the End of the Street ,5.6,2012,Jennifer Lawrence,PG-13,101,Mark Tonderai,31607598,Drama|Horror|Thriller,6900000,2.35
The Haunting of Molly Hartley ,3.8,2008,Jessica Lowndes,PG-13,82,Mickey Liddell,13350177,Drama|Horror|Thriller,5000000,1.85
Sleep Tight ,7.2,2011,Luis Tosar,Not Rated,102,Jaume Balagueró,,Drama|Horror|Thriller,5000000,2.35
The Last Exorcism Part II ,4,2013,Muse Watson,PG-13,93,Ed Gass-Donnelly,15152879,Drama|Horror|Thriller,5000000,2.35
The Last Exorcism ,5.6,2010,Caleb Landry Jones,PG-13,87,Daniel Stamm,40990055,Drama|Horror|Thriller,1800000,1.85
Wolf Creek             ,7.1,,Richard Cawthorne,,,,,Drama|Horror|Thriller,,2
The Ridges ,3,2011,Robbie Barnes,,143,Brandon Landers,,Drama|Horror|Thriller,17350,
A Plague So Pleasant ,6.3,2013,Eva Boehnke,,76,Benjamin Roberds,,Drama|Horror|Thriller,1400,
8 Mile ,7,2002,Mekhi Phifer,R,110,Curtis Hanson,116724075,Drama|Music,41000000,2.35
Rock Star ,6.2,2001,Beth Grant,R,105,Stephen Herek,16991902,Drama|Music,57000000,2.35
Mr. Holland's Opus ,7.3,1995,Alicia Witt,PG,143,Stephen Herek,82528097,Drama|Music,6500000,2.35
Take the Lead ,6.7,2006,Alfre Woodard,PG-13,118,Liz Friedlander,34703228,Drama|Music,30000000,1.85
August Rush ,7.5,2007,Robin Williams,PG,114,Kirsten Sheridan,31655091,Drama|Music,30000000,2.35
Battle of the Year ,5,2013,Chris Brown,PG-13,110,Benson Lee,8888355,Drama|Music,20000000,1.85
Country Strong ,6.3,2010,Leighton Meester,PG-13,117,Shana Feste,20218921,Drama|Music,15000000,2.35
Black Snake Moan ,7,2006,Justin Timberlake,R,116,Craig Brewer,9396487,Drama|Music,15000000,2.35
54 ,5.8,1998,Salma Hayek,R,121,Mark Christopher,16574731,Drama|Music,13000000,1.85
Inside Llewyn Davis ,7.4,2013,Justin Timberlake,R,104,Ethan Coen,13214255,Drama|Music,11000000,1.85
Sparkle ,5.7,2012,Omari Hardwick,PG-13,116,Salim Akil,24397469,Drama|Music,17000000,2.35
You Got Served: Beat the World ,4.5,2011,Shane Pollard,PG-13,91,Robert Adetuyi,,Drama|Music,10000000,2.35
Velvet Goldmine ,7,1998,Christian Bale,R,124,Todd Haynes,1043487,Drama|Music,,1.85
You Got Served ,3.5,2004,Jennifer Freeman,PG-13,95,Chris Stokes,40066497,Drama|Music,8000000,1.85
Begin Again ,7.4,2013,James Corden,R,104,John Carney,16168741,Drama|Music,8000000,1.85
Beyond the Lights ,6.9,2014,Minnie Driver,PG-13,116,Gina Prince-Bythewood,14612840,Drama|Music,7000000,
Song One ,5.8,2014,Anne Hathaway,PG-13,86,Kate Barker-Froyland,20200,Drama|Music,6000000,
The Chorus ,7.9,2004,Jean-Baptiste Maunier,PG-13,97,Christophe Barratier,3629758,Drama|Music,5500000,2.35
Billy Elliot ,7.7,2000,Julie Walters,R,110,Stephen Daldry,21994911,Drama|Music,5000000,1.85
Empire             ,7.8,,Ta'Rhonda Jones,TV-14,42,,,Drama|Music,,16
Whiplash ,8.5,2014,J.K. Simmons,R,107,Damien Chazelle,13092000,Drama|Music,3300000,2.4
Songcatcher ,7.3,2000,Aidan Quinn,PG-13,109,Maggie Greenwald,3050934,Drama|Music,1800000,1.85
Grace Unplugged ,6.1,2013,Shawnee Smith,PG,102,Brad J. Silverman,2507106,Drama|Music,,
Filly Brown ,5.7,2012,Noel Gugliemi,R,80,Youssef Delara,2833383,Drama|Music,427000,2.35
Groove ,6.5,2000,Rachel True,R,86,Greg Harrison,1114943,Drama|Music,500000,1.85
The Looking Glass ,6.6,2015,Trish Basinger,,110,John D. Hancock,1711,Drama|Music,,
The Business of Fancydancing ,6.9,2002,William Joseph Elk III,,103,Sherman Alexie,174682,Drama|Music,200000,
Dreamgirls ,6.5,2006,Loretta Devine,PG-13,130,Bill Condon,103338338,Drama|Music|Musical,70000000,2.35
Burlesque ,6.4,2010,Eric Dane,PG-13,119,Steve Antin,39440655,Drama|Music|Musical|Romance,55000000,2.35
Step Up 2: The Streets ,6.2,2008,Cassie Ventura,PG-13,98,Jon M. Chu,58006147,Drama|Music|Musical|Romance,23000000,1.85
"New York, New York ",6.7,1977,Robert De Niro,PG,136,Martin Scorsese,,Drama|Music|Musical|Romance,14000000,1.66
The Red Violin ,7.7,1998,Johannes Silberschneider,R,130,François Girard,9473382,Drama|Music|Mystery|Romance,10000000,1.85
Yesterday Was a Lie ,5.4,2008,John Newton,PG,89,James Kerwin,,Drama|Music|Mystery|Romance|Sci-Fi,2500000,1.78
Abandon ,4.9,2002,Charlie Hunnam,PG-13,99,Stephen Gaghan,10719367,Drama|Music|Mystery|Romance|Thriller,25000000,2.35
Step Up Revolution ,6.5,2012,Ryan Guzman,PG-13,99,Scott Speer,35057332,Drama|Music|Romance,33000000,2.35
Step Up 3D ,6.2,2010,Alyson Stoner,PG-13,107,Jon M. Chu,42385520,Drama|Music|Romance,30000000,1.85
Footloose ,6.5,1984,Dianne Wiest,PG,107,Herbert Ross,80000000,Drama|Music|Romance,8200000,1.85
Honey ,5.3,2003,Christian Monzon,PG-13,94,Bille Woodruff,30222640,Drama|Music|Romance,25000000,1.85
Center Stage ,6.7,2000,Amanda Schull,PG-13,115,Nicholas Hytner,17174870,Drama|Music|Romance,18000000,2.35
Stomp the Yard ,5.2,2007,Chris Brown,PG-13,109,Sylvain White,61356221,Drama|Music|Romance,14000000,2.35
Save the Last Dance ,6.1,2001,Sean Patrick Thomas,PG-13,112,Thomas Carter,91038276,Drama|Music|Romance,13000000,1.85
Mo' Better Blues ,6.5,1990,Denzel Washington,R,129,Spike Lee,16153600,Drama|Music|Romance,10000000,1.85
Crazy Heart ,7.3,2009,Jeff Bridges,R,112,Scott Cooper,39462438,Drama|Music|Romance,7000000,2.35
The Rose ,6.9,1979,David Keith,R,125,Mark Rydell,29200000,Drama|Music|Romance,8500000,1.85
Glitter ,2.1,2001,Mariah Carey,PG-13,104,Vondie Curtis-Hall,4273372,Drama|Music|Romance,22000000,2.35
Footloose ,6.5,1984,Dianne Wiest,PG,107,Herbert Ross,80000000,Drama|Music|Romance,8200000,1.85
Flashdance ,6.1,1983,Michael Nouri,R,95,Adrian Lyne,94900000,Drama|Music|Romance,4000000,1.85
The Piano ,7.6,1993,Holly Hunter,R,121,Jane Campion,40158000,Drama|Music|Romance,7000000,1.85
We Are Your Friends ,6.1,2015,Vanessa Lengies,R,96,Max Joseph,3590010,Drama|Music|Romance,2000000,1.85
Forty Shades of Blue ,6,2005,Rip Torn,R,108,Ira Sachs,,Drama|Music|Romance,1500000,1.85
B-Girl ,4,2009,Aimee Garcia,PG-13,88,Emily Dell,,Drama|Music|Romance,,
Once ,7.9,2007,Glen Hansard,R,85,John Carney,9437933,Drama|Music|Romance,180000,1.85
Clean ,6.9,2004,Maggie Cheung,R,110,Olivier Assayas,136007,Drama|Music|Romance,4500,2.35
Captain Corelli's Mandolin ,5.9,2001,Christian Bale,R,131,John Madden,25528495,Drama|Music|Romance|War,57000000,2.35
Tango ,7.2,1998,Mía Maestro,PG-13,115,Carlos Saura,1687311,Drama|Musical,700000000,2
Go for It! ,3.9,2011,Jossara Jinaro,PG-13,105,Carmen Marron,178739,Drama|Musical,2450000,1.85
ABCD (Any Body Can Dance) ,6.4,2013,Lauren Gottlieb,Not Rated,160,Remo,95236,Drama|Musical,,
Sunday School Musical ,2.5,2008,Dustin Fitzsimons,G,93,Rachel Goldenberg,,Drama|Musical,,1.85
Nine ,5.8,2009,Fergie,PG-13,118,Rob Marshall,19673424,Drama|Musical|Romance,80000000,2.35
Les Misérables ,7.6,2012,Hugh Jackman,PG-13,158,Tom Hooper,148775460,Drama|Musical|Romance,61000000,1.85
Moulin Rouge! ,7.6,2001,Jim Broadbent,PG-13,127,Baz Luhrmann,57386369,Drama|Musical|Romance,52500000,2.35
Rent ,7,2005,Rosario Dawson,PG-13,135,Chris Columbus,29077547,Drama|Musical|Romance,40000000,2.35
The Magic Flute ,6.6,2006,Kim-Marie Woodhouse,,135,Kenneth Branagh,,Drama|Musical|Romance,27000000,2.35
Yentl ,6.6,1983,Miriam Margolyes,PG,132,Barbra Streisand,30400000,Drama|Musical|Romance,12000000,1.85
Veer-Zaara ,7.9,2004,Shah Rukh Khan,,192,Yash Chopra,2921738,Drama|Musical|Romance,7000000,2.35
Alexander's Ragtime Band ,7,1938,Tyrone Power,Approved,106,Henry King,,Drama|Musical|Romance,2000000,1.37
Bizarre ,4.3,2015,Rumi Missabu,Unrated,98,Étienne Faure,,Drama|Musical|Romance,500000,1.78
The Phantom of the Opera ,7.4,2004,Gerard Butler,PG-13,143,Joel Schumacher,51225796,Drama|Musical|Romance|Thriller,70000000,2.35
Bang Bang Baby ,5.4,2014,Boyd Banks,,90,Jeffrey St. Jules,,Drama|Musical|Sci-Fi,1000000,
Hearts in Atlantis ,6.9,2001,Anthony Hopkins,PG-13,101,Scott Hicks,24185781,Drama|Mystery,31000000,2.35
The Family             ,7.5,,Zach Gilford,TV-PG,60,,,Drama|Mystery,,16
Doubt ,7.5,2008,Philip Seymour Hoffman,PG-13,104,John Patrick Shanley,33422556,Drama|Mystery,20000000,1.85
Gosford Park ,7.3,2001,Kristin Scott Thomas,R,131,Robert Altman,41300105,Drama|Mystery,19800000,2.35
Unforgettable             ,6.7,,Poppy Montgomery,,60,,,Drama|Mystery,,
The White Ribbon ,7.8,2009,Ulrich Tukur,R,144,Michael Haneke,2222647,Drama|Mystery,12000000,1.85
Get Low ,7.1,2009,Bill Murray,PG-13,100,Aaron Schneider,9176553,Drama|Mystery,7500000,2.35
Lone Star ,7.6,1996,Matthew McConaughey,R,135,John Sayles,13269963,Drama|Mystery,5000000,2.35
I Love Your Work ,5.4,2003,Judy Greer,R,111,Adam Goldberg,2580,Drama|Mystery,1650000,2.35
A Separation ,8.4,2011,Shahab Hosseini,PG-13,123,Asghar Farhadi,7098492,Drama|Mystery,500000,1.85
Random Hearts ,5.1,1999,Harrison Ford,R,133,Sydney Pollack,31054924,Drama|Mystery|Romance,64000000,1.85
Paper Towns ,6.4,2015,Nat Wolff,PG-13,109,Jake Schreier,31990064,Drama|Mystery|Romance,12000000,2.35
Ondine ,6.8,2009,Tony Curran,PG-13,111,Neil Jordan,548934,Drama|Mystery|Romance,12000000,1.85
Exotica ,7.2,1994,Bruce Greenwood,R,103,Atom Egoyan,5132222,Drama|Mystery|Romance,2000000,1.85
Transcendence ,6.3,2014,Johnny Depp,PG-13,119,Wally Pfister,23014504,Drama|Mystery|Romance|Sci-Fi|Thriller,100000000,2.35
The Village ,6.5,2004,Bryce Dallas Howard,PG-13,108,M. Night Shyamalan,114195633,Drama|Mystery|Romance|Thriller,60000000,1.85
Snow Falling on Cedars ,6.8,1999,Rick Yune,PG-13,127,Scott Hicks,14378353,Drama|Mystery|Romance|Thriller,36000000,2.35
Wicker Park ,7,2004,Jessica Paré,PG-13,114,Paul McGuigan,12831121,Drama|Mystery|Romance|Thriller,30000000,2.35
Original Sin ,6,2001,Angelina Jolie Pitt,R,118,Michael Cristofer,16252765,Drama|Mystery|Romance|Thriller,42000000,2.35
The Constant Gardener ,7.5,2005,Archie Panjabi,R,129,Fernando Meirelles,33565375,Drama|Mystery|Romance|Thriller,15000000,1.85
Wicker Park ,7,2004,Jessica Paré,PG-13,114,Paul McGuigan,12831121,Drama|Mystery|Romance|Thriller,30000000,2.35
Birth ,6.1,2004,Cameron Bright,R,100,Jonathan Glazer,5005883,Drama|Mystery|Romance|Thriller,20000000,1.85
The Illusionist ,7.6,2006,Rufus Sewell,PG-13,110,Neil Burger,39825798,Drama|Mystery|Romance|Thriller,16000000,1.85
The Illusionist ,7.6,2006,Rufus Sewell,PG-13,110,Neil Burger,39825798,Drama|Mystery|Romance|Thriller,16000000,1.85
Chloe ,6.3,2009,Liam Neeson,R,96,Atom Egoyan,3074838,Drama|Mystery|Romance|Thriller,11000000,1.85
The Words ,7.1,2012,J.K. Simmons,PG-13,102,Brian Klugman,11434867,Drama|Mystery|Romance|Thriller,6000000,1.85
Inescapable ,5.2,2012,Saad Siddiqui,R,93,Ruba Nadda,4063,Drama|Mystery|Romance|Thriller,4000000,2.35
The Quiet American ,7.1,2002,Brendan Fraser,R,101,Phillip Noyce,12987647,Drama|Mystery|Romance|Thriller|War,30000000,2.35
A Very Long Engagement ,7.7,2004,Denis Lavant,R,133,Jean-Pierre Jeunet,6167817,Drama|Mystery|Romance|War,47000000,2.35
Atonement ,7.8,2007,Benedict Cumberbatch,R,123,Joe Wright,50921738,Drama|Mystery|Romance|War,30000000,1.85
K-PAX ,7.4,2001,Kevin Spacey,PG-13,120,Iain Softley,50173190,Drama|Mystery|Sci-Fi,48000000,2.35
Solaris ,8.1,1972,Donatas Banionis,PG,115,Andrei Tarkovsky,,Drama|Mystery|Sci-Fi,1000000,2.35
Atlas Shrugged II: The Strike ,5.5,2012,Robert Picardo,PG-13,111,John Putch,3333823,Drama|Mystery|Sci-Fi,10000000,2.35
Moon ,7.9,2009,Kevin Spacey,R,97,Duncan Jones,5009677,Drama|Mystery|Sci-Fi,5000000,2.35
Atlas Shrugged: Who Is John Galt? ,4.4,2014,Joaquim de Almeida,PG-13,99,James Manera,830210,Drama|Mystery|Sci-Fi,5000000,
Contact ,7.4,1997,Matthew McConaughey,PG,150,Robert Zemeckis,100853835,Drama|Mystery|Sci-Fi|Thriller,90000000,2.35
The Manchurian Candidate ,6.6,2004,Denzel Washington,R,129,Jonathan Demme,65948711,Drama|Mystery|Sci-Fi|Thriller,80000000,1.85
Unbreakable ,7.2,2000,Robin Wright,PG-13,106,M. Night Shyamalan,94999143,Drama|Mystery|Sci-Fi|Thriller,75000000,2.35
Sphere ,6,1998,Peter Coyote,PG-13,134,Barry Levinson,36976367,Drama|Mystery|Sci-Fi|Thriller,75000000,2.35
The X Files ,7,1998,Martin Landau,PG-13,121,Rob Bowman,83892374,Drama|Mystery|Sci-Fi|Thriller,66000000,2.35
Knowing ,6.2,2009,Nicolas Cage,PG-13,121,Alex Proyas,79948113,Drama|Mystery|Sci-Fi|Thriller,50000000,2.35
The Prestige ,8.5,2006,Christian Bale,PG-13,130,Christopher Nolan,53082743,Drama|Mystery|Sci-Fi|Thriller,40000000,2.35
Impostor ,6.2,2001,Gary Dourdan,R,102,Gary Fleder,6114237,Drama|Mystery|Sci-Fi|Thriller,40000000,1.85
The X Files: I Want to Believe ,5.9,2008,Mitch Pileggi,PG-13,108,Chris Carter,20981633,Drama|Mystery|Sci-Fi|Thriller,30000000,2.35
The Jacket ,7.1,2005,Jennifer Jason Leigh,R,94,John Maybury,6301131,Drama|Mystery|Sci-Fi|Thriller,29000000,2.35
Blindness ,6.6,2008,Don McKellar,R,121,Fernando Meirelles,3073392,Drama|Mystery|Sci-Fi|Thriller,25000000,1.85
Ex Machina ,7.7,2015,Elina Alminas,R,108,Alex Garland,25440971,Drama|Mystery|Sci-Fi|Thriller,15000000,2.35
Sound of My Voice ,6.7,2011,Christopher Denham,R,85,Zal Batmanglij,405614,Drama|Mystery|Sci-Fi|Thriller,,1.85
The Spanish Prisoner ,7.3,1997,Ben Gazzara,PG,110,David Mamet,10200000,Drama|Mystery|Thriller,10000000,1.85
Eyes Wide Shut ,7.3,1999,Tom Cruise,R,159,Stanley Kubrick,55637680,Drama|Mystery|Thriller,65000000,1.66
The General's Daughter ,6.3,1999,Daniel von Bargen,R,116,Simon West,102678089,Drama|Mystery|Thriller,95000000,2.35
The Devil's Advocate ,7.5,1997,Keanu Reeves,R,136,Taylor Hackford,60984028,Drama|Mystery|Thriller,57000000,2.35
Flightplan ,6.2,2005,Erika Christensen,PG-13,98,Robert Schwentke,89706988,Drama|Mystery|Thriller,55000000,2.35
The Game ,7.8,1997,Deborah Kara Unger,R,129,David Fincher,48265581,Drama|Mystery|Thriller,50000000,2.35
